portfolioid,datetime,annualreturns,dailychange,gainloss
p084,2024-11-09 07:35:00,3.85,3.56,-230
p084,2024-12-07 04:51:00,14.64,2.39,1928
p085,2024-01-16 00:11:00,3.63,-0.0,-274
p085,2024-02-28 20:33:00,5.93,2.21,187
p085,2024-03-26 15:19:00,0.13,0.62,-973
p085,2024-04-19 01:25:00,-2.97,1.91,-1595
p085,2024-05-02 06:52:00,0.21,-0.23,-959
p085,2024-06-21 03:28:00,10.24,-1.65,1049
p085,2024-07-12 11:35:00,6.41,4.32,283
p085,2024-08-09 11:01:00,3.43,-3.79,-314
p085,2024-09-28 21:38:00,-0.93,0.77,-1186
p085,2024-10-21 20:34:00,-1.43,4.79,-1286
p085,2024-11-10 11:20:00,8.79,0.1,757
p085,2024-12-25 23:28:00,13.21,-4.22,1643
p086,2024-01-20 09:29:00,7.94,4.57,587
p086,2024-02-28 05:40:00,11.54,4.29,1308
p086,2024-03-14 20:39:00,6.71,-0.95,341
p086,2024-04-03 02:10:00,2.04,-2.72,-593
p086,2024-05-11 20:18:00,9.54,-2.33,909
p086,2024-06-21 12:17:00,13.17,-0.55,1635
p086,2024-07-28 11:47:00,7.02,0.21,404
p086,2024-08-15 13:10:00,-1.23,3.54,-1247
p086,2024-09-05 23:15:00,8.55,-2.48,711
p086,2024-10-24 22:47:00,-3.37,-2.89,-1673
p086,2024-11-13 03:06:00,-3.69,4.37,-1739
p086,2024-12-16 17:03:00,-4.46,2.71,-1893
p087,2024-01-17 02:06:00,0.38,1.18,-925
p087,2024-02-03 20:59:00,13.13,-1.1,1626
p087,2024-03-08 07:47:00,0.82,-0.57,-837
p087,2024-04-05 04:33:00,12.17,-3.29,1434
p087,2024-05-02 21:22:00,12.62,4.15,1524
p087,2024-06-28 15:29:00,14.96,3.71,1993
p087,2024-07-09 17:28:00,-2.23,4.7,-1447
p087,2024-08-23 17:11:00,7.1,0.98,420
p087,2024-09-21 23:40:00,12.96,0.64,1593
p087,2024-10-17 20:40:00,5.93,-1.9,186
p087,2024-11-12 15:34:00,-0.35,3.05,-1070
p087,2024-12-15 09:23:00,3.44,-2.4,-312
p088,2024-01-10 00:00:00,5.71,3.15,143
p088,2024-02-28 04:22:00,0.87,-0.31,-826
p088,2024-03-01 22:59:00,5.07,4.47,14
p088,2024-04-16 09:00:00,10.69,-0.7,1137
p088,2024-05-10 19:14:00,11.31,-4.93,1263
p088,2024-06-12 06:26:00,13.07,0.61,1613
p088,2024-07-13 07:10:00,9.64,2.37,928
p088,2024-08-13 12:14:00,0.38,-4.21,-923
p088,2024-09-21 07:33:00,10.65,3.0,1131
p088,2024-10-20 22:43:00,0.56,-2.15,-887
p088,2024-11-24 17:51:00,0.5,-0.87,-899
p088,2024-12-28 02:11:00,-2.2,-2.1,-1441
p089,2024-01-21 14:39:00,4.27,-2.28,-146
p089,2024-02-20 15:12:00,1.56,-4.81,-687
p089,2024-03-02 17:01:00,-1.19,4.72,-1239
p089,2024-04-10 08:08:00,9.64,-0.62,929
p089,2024-05-01 07:05:00,-1.92,-4.85,-1383
p089,2024-06-07 10:26:00,1.38,2.86,-724
p089,2024-07-16 11:29:00,9.27,2.91,854
p089,2024-08-11 02:53:00,10.37,4.52,1074
p089,2024-09-02 08:49:00,3.04,-4.29,-393
p089,2024-10-16 05:12:00,13.34,3.42,1668
p089,2024-11-27 12:53:00,-4.75,-3.78,-1949
p089,2024-12-25 22:15:00,2.88,2.71,-424
p090,2024-01-15 07:47:00,-4.31,-3.01,-1863
p090,2024-02-24 03:33:00,8.63,4.82,727
p090,2024-03-16 12:43:00,14.68,-1.88,1937
p090,2024-04-11 05:40:00,9.91,-4.58,982
p090,2024-05-18 16:07:00,0.18,-0.19,-963
p090,2024-06-10 06:23:00,13.17,-4.48,1635
p090,2024-07-22 06:07:00,-0.17,1.33,-1034
p090,2024-08-11 00:10:00,11.27,-2.24,1253
p090,2024-09-04 12:50:00,-0.03,-4.91,-1005
p090,2024-10-02 18:50:00,9.15,-0.25,829
p090,2024-11-20 04:23:00,10.79,-4.11,1157
p090,2024-12-06 15:05:00,9.05,1.19,809
p091,2024-01-25 20:03:00,-3.78,-1.44,-1756
p091,2024-02-05 22:34:00,11.21,-3.93,1241
p091,2024-03-16 07:20:00,6.43,2.89,287
p091,2024-04-25 11:51:00,13.26,-0.61,1652
p091,2024-05-07 00:44:00,2.73,-1.42,-453
p091,2024-06-05 08:57:00,-4.2,-0.15,-1839
p091,2024-07-15 17:18:00,6.11,1.97,223
p091,2024-08-07 18:11:00,6.13,-1.52,226
p091,2024-09-24 14:17:00,12.77,3.31,1553
p091,2024-10-28 17:10:00,-3.59,0.31,-1718
p091,2024-11-15 09:52:00,0.39,0.42,-922
p091,2024-12-15 00:49:00,8.06,0.06,613
p092,2024-01-24 05:56:00,-4.62,1.2,-1924
p092,2024-02-12 19:15:00,1.56,2.21,-687
p092,2024-03-22 17:52:00,2.93,-3.1,-413
p092,2024-04-22 15:49:00,6.29,-3.46,258
p092,2024-05-10 10:26:00,8.12,-1.78,625
p092,2024-06-04 16:42:00,-3.63,-4.56,-1727
p092,2024-07-05 05:55:00,-4.36,-2.98,-1872
p092,2024-08-16 06:06:00,-4.35,0.71,-1870
p092,2024-09-27 12:42:00,5.03,0.26,6
p092,2024-10-23 18:16:00,-4.0,-1.34,-1799
p092,2024-11-20 22:04:00,-4.74,4.3,-1947
p092,2024-12-07 20:31:00,14.01,3.9,1802
p093,2024-01-03 14:51:00,8.09,-4.39,617
p093,2024-02-18 23:56:00,3.52,3.22,-297
p093,2024-03-26 22:03:00,11.87,1.17,1373
p093,2024-04-17 01:46:00,-3.56,3.34,-1712
p093,2024-05-03 06:33:00,-3.01,-3.99,-1603
p093,2024-06-08 17:24:00,-1.12,-3.07,-1224
p093,2024-07-22 07:36:00,7.8,4.48,561
p093,2024-08-18 23:35:00,3.5,2.46,-300
p093,2024-09-25 20:36:00,2.33,1.74,-534
p093,2024-10-23 21:27:00,13.08,-3.96,1616
p093,2024-11-26 05:35:00,3.22,0.05,-356
p093,2024-12-22 05:34:00,7.29,-0.57,457
p094,2024-01-12 10:35:00,1.64,3.45,-671
p094,2024-02-14 20:27:00,11.91,2.26,1383
p094,2024-03-20 07:36:00,6.17,-2.86,234
p094,2024-04-25 17:59:00,10.24,-2.46,1049
p094,2024-05-15 14:25:00,-5.0,2.26,-2000
p094,2024-06-10 19:01:00,5.6,-3.65,120
p094,2024-07-10 00:19:00,-0.46,-2.85,-1092
p094,2024-08-11 00:49:00,11.83,4.43,1366
p094,2024-09-27 08:58:00,6.33,0.11,267
p094,2024-10-19 18:09:00,-3.07,-4.62,-1614
p094,2024-11-12 04:08:00,0.42,-1.33,-915
p094,2024-12-19 07:14:00,0.24,3.11,-951
p095,2024-01-03 18:25:00,6.65,4.18,330
p095,2024-02-24 02:46:00,1.64,2.93,-671
p095,2024-03-06 15:52:00,13.41,1.9,1682
p095,2024-04-19 03:38:00,8.15,-2.0,630
p095,2024-05-24 18:24:00,-3.4,2.8,-1679
p095,2024-06-25 10:22:00,13.02,3.17,1603
p095,2024-07-14 03:55:00,10.77,-2.73,1155
p095,2024-08-21 19:59:00,-4.77,1.34,-1954
p095,2024-09-21 12:03:00,1.24,0.24,-752
p095,2024-10-11 17:36:00,-1.94,-1.73,-1388
p095,2024-11-23 07:09:00,-3.97,1.74,-1794
p095,2024-12-13 14:48:00,7.18,0.75,437
p096,2024-01-03 07:27:00,0.93,2.86,-814
p096,2024-02-05 04:21:00,-3.31,-0.24,-1662
p096,2024-03-24 01:35:00,3.18,-2.37,-365
p096,2024-04-13 16:27:00,10.85,1.98,1169
p096,2024-05-25 04:30:00,6.45,-3.02,290
p096,2024-06-13 20:36:00,-0.98,0.61,-1197
p096,2024-07-24 16:15:00,-0.04,-4.28,-1008
p096,2024-08-25 13:20:00,9.02,4.24,804
p096,2024-09-03 03:42:00,3.47,-0.76,-306
p096,2024-10-12 06:20:00,2.05,0.94,-589
p096,2024-11-01 09:10:00,2.16,1.16,-568
p096,2024-12-26 14:39:00,-2.02,-0.6,-1403
p097,2024-01-27 07:12:00,9.04,-1.26,807
p097,2024-02-25 23:54:00,-3.25,-3.88,-1649
p097,2024-03-02 07:39:00,13.98,-3.52,1795
p097,2024-04-27 09:00:00,2.03,1.94,-594
p097,2024-05-04 09:28:00,4.64,-4.77,-71
p097,2024-06-07 23:34:00,-0.67,-2.96,-1133
p097,2024-07-17 08:35:00,4.89,1.23,-22
p097,2024-08-05 22:44:00,8.69,-4.82,737
p097,2024-09-19 21:33:00,-4.11,-2.45,-1822
p097,2024-10-02 09:12:00,11.16,1.97,1232
p097,2024-11-09 01:29:00,8.41,4.45,681
p097,2024-12-03 12:42:00,0.55,1.63,-889
p098,2024-01-22 11:55:00,-2.79,-4.81,-1559
p098,2024-02-28 20:24:00,-0.27,4.8,-1054
p098,2024-03-17 22:06:00,13.51,-1.85,1702
p098,2024-04-28 19:34:00,-3.2,-3.14,-1640
p098,2024-05-17 14:35:00,13.97,2.12,1794
p098,2024-06-02 07:59:00,5.84,-1.95,168
p098,2024-07-16 12:47:00,-1.79,-4.82,-1357
p098,2024-08-22 11:22:00,7.8,-1.98,560
p098,2024-09-17 08:51:00,-3.73,1.26,-1747
p098,2024-10-13 00:35:00,14.43,-2.2,1887
p098,2024-11-05 10:57:00,3.04,1.57,-391
p098,2024-12-03 23:24:00,5.66,4.61,132
p099,2024-01-20 20:43:00,-0.34,-0.83,-1069
p099,2024-02-19 04:27:00,14.88,-1.88,1975
p099,2024-03-20 10:28:00,6.1,-3.68,220
p099,2024-04-21 04:37:00,6.09,1.84,217
p099,2024-05-07 04:19:00,9.1,2.05,820
p099,2024-06-17 04:27:00,13.61,4.76,1723
p099,2024-07-05 20:59:00,6.57,4.17,313
p099,2024-08-11 02:35:00,5.91,4.49,183
p099,2024-09-04 05:20:00,12.19,3.8,1438
p099,2024-10-24 00:48:00,1.52,3.8,-695
p099,2024-11-14 13:19:00,4.07,2.46,-186
p099,2024-12-27 20:59:00,10.12,-2.26,1024
p100,2024-01-25 06:06:00,-2.31,-3.15,-1462
p100,2024-02-25 19:39:00,0.46,1.06,-907
p100,2024-03-20 07:38:00,-0.25,-2.69,-1049
p100,2024-04-01 11:05:00,9.09,2.8,818
p100,2024-05-05 16:54:00,7.38,-0.31,476
p100,2024-06-21 11:11:00,12.45,-1.13,1490
p100,2024-07-16 04:10:00,-1.04,-2.74,-1209
p100,2024-08-14 00:59:00,0.53,4.5,-895
p100,2024-09-08 23:42:00,-0.85,2.58,-1170
p100,2024-10-03 05:59:00,14.55,4.86,1910
p100,2024-11-28 19:31:00,9.09,-1.75,817
p100,2024-12-15 07:27:00,3.29,2.76,-342
p101,2024-01-20 23:52:00,2.79,2.2,-442
p101,2024-02-13 19:47:00,6.71,0.94,342
p101,2024-03-17 20:56:00,9.42,2.87,884
p101,2024-04-17 03:28:00,4.36,3.27,-129
p101,2024-05-02 07:33:00,6.01,-1.04,203
p101,2024-06-24 01:35:00,2.93,0.16,-414
p101,2024-07-21 01:12:00,0.96,-0.6,-808
p101,2024-08-10 09:29:00,-1.59,-0.78,-1319
p101,2024-09-20 01:44:00,5.59,4.04,117
p101,2024-10-15 20:28:00,-3.15,2.23,-1630
p101,2024-11-04 05:49:00,6.98,4.38,397
p101,2024-12-23 17:08:00,3.05,-0.86,-390
p102,2024-01-15 00:11:00,4.29,0.9,-142
p102,2024-02-23 06:56:00,4.31,-4.1,-138
p102,2024-03-11 22:41:00,13.57,2.11,1715
p102,2024-04-06 22:46:00,-2.47,-4.09,-1494
p102,2024-05-23 14:40:00,2.43,-4.15,-514
p102,2024-06-23 12:46:00,11.2,4.75,1240
p102,2024-07-20 05:24:00,6.27,-1.19,254
p102,2024-08-25 05:58:00,1.86,0.65,-628
p102,2024-09-22 04:10:00,12.79,-3.55,1558
p102,2024-10-25 22:03:00,3.59,-1.92,-282
p102,2024-11-24 14:18:00,7.82,-3.19,565
p102,2024-12-05 06:00:00,7.75,2.65,550
p103,2024-01-01 14:31:00,12.52,-0.01,1503
p103,2024-02-26 00:38:00,13.08,-0.07,1615
p103,2024-03-07 18:42:00,4.74,-0.46,-52
p103,2024-04-15 02:38:00,7.29,-4.93,458
p103,2024-05-18 08:39:00,7.87,0.58,574
p103,2024-06-27 06:03:00,-1.21,-3.52,-1243
p103,2024-07-21 11:02:00,-2.03,3.54,-1405
p103,2024-08-22 18:53:00,7.36,-2.02,471
p103,2024-09-03 01:06:00,3.54,4.94,-293
p103,2024-10-06 21:18:00,7.52,1.61,503
p103,2024-11-23 19:36:00,11.12,0.62,1224
p103,2024-12-15 23:37:00,2.38,4.31,-525
